TAC,Manufacturer,Model,HW-Type,OS,Year
35360200,LG,ElectronicsW1500    ,,,
35360201,Motorola,RAZRV3 MQ3-4411H11     ,,,
35360300,Sagem,myC3,,,
35360301,Motorola,RAZRV3 MQ3-4411H11     ,,,
35360302,Samsung,I770,,,
35360400,Samsung,SGH-X600X608    ,,,
35360401,Motorola,A1200Ming MQ4-4411H11     ,,,
35360402,Samsung,SGH-B100,,,
35360403,Longtel,S66,,,
35360500,Samsung,SGH-X600X608    ,,,
35360501,Motorola,L2L6 L6i L6g MQ3-4411I11   ,,,
35360503,Longtel,S99,,,
35360600,Samsung,SGH-R210S,,,
35360601,Motorola,L2L6 L6i L6g MQ3-4411I11   ,,,
35360603,Longtel,S500,,,
35360700,CEC,TelecomCo. Ltd. CECT I368   ,,,
35360701,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35360703,Longtel,S800,,,
35360800,G.PLUS,TelecomCo Ltd GT88    ,,,
35360801,Motorola,RAZRV3i V3t V3r MQ4-4411G11   ,,,
35360803,Longtel,S600,,,
35360900,Capitel,Co.Ltd., Beijing C8089    ,,,
35360901,Motorola,SLVRL7 MQ4-4411F11     ,,,
35360903,Longtel,S900,,,
35361000,Distar,ElectricCorporation Distar D991C    ,,,
35361001,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35361100,Emerging,TechnologiesLimited SG7686     ,,,
35361101,Motorola,SLVRL7i L7e L71 MQ4-4411F21   ,,,
35361103,Funny,V80,,,
35361200,ASUSTeK,ComputerInc ASUSTeK J101, HAIER V9000    ,,,
35361201,Motorola,L2L6 L6i L6g MQ3-4411I11   ,,,
35361202,LG,ElectronicsKG270    ,,,
35361203,Funny,V100,,,
35361300,Maxon,MX-C190,,,
35361301,Motorola,L2L6 L6i L6g MQ3-4411I11   ,,,
35361400,Panda,InternationalM18    ,,,
35361401,Motorola,W375CQ3-4411A11    ,,,
35361500,ETOP,CommunicationTechnologies Ltd GM888    ,,,
35361501,Motorola,W205W208 W209 W215 W218 CC3-41C62    ,,,
35361600,Siemens,ChinaA52 S30880-S6250     ,,,
35361601,Motorola,RIZRZ3 MQ5-4411A21     ,,,
35361700,Siemens,ChinaA52 S30880-S6250     ,,,
35361701,Motorola,RAZRV3 MQ3-4411H11     ,,,
35361800,Siemens,ChinaA52 S30880-S6250     ,,,
35361801,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35361900,Samsung,SGH-D410C,,,
35361901,Motorola,C139C140 CC3-41C61     ,,,
35362000,Samsung,SGH-D410C,,,
35362001,Motorola,C257C261 CC3-41C51     ,,,
35362003,LG,GB250,,,
35362100,Samsung,SGH-D410C,,,
35362101,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35362103,LG,GB255,,,
35362200,Samsung,SGH-E810,,,
35362201,Motorola,V195V195s V196 V197 MQ3-4411K11   ,,,
35362300,Dalian,DaxianTelecom Co Ltd D8100   ,,,
35362301,Motorola,RAZRV3i V3t V3r MQ4-4411G11   ,,,
35362302,Sagem,my421Z,,,
35362400,Amoi,DF9,,,
35362401,Motorola,KRZRK1 MQ5-4411A11     ,,,
35362500,Compal,ElectronicsF76K    ,,,
35362501,Motorola,L2L6 L6i L6g MQ3-4411I11   ,,,
35362600,Pantech,GI100,,,
35362601,Nokia,6121hRM-126 (BB5)     ,,,
35362602,Ericsson,ABFWT  35    ,,,
35362603,Sony Ericsson,C902c Ericsson ,,,
35362700,Sagem,myX1twin    ,,,
35362701,Nokia,6070RM-166 (DCT-4)     ,,,
35362702,Huawei,E510,,,
35362703,Sony Ericsson,K770i Ericsson ,,,
35362800,Sagem,myX1twin    ,,,
35362801,Nokia,6070RM-166 (DCT-4)     ,,,
35362900,Sagem,myX1w/g/gprs/wap twin     ,,,
35362901,Nokia,6020RM-30 (DCT-4)     ,,,
35362903,Samsung,i8320,,,
35363000,Sagem,myX1w/g/gprs/wap twin     ,,,
35363001,Nokia,6101RM-76 (DCT-4)     ,,,
35363100,Guo,WeiElectronics, Shenzhen A838 (TP-A838)   ,,,
35363101,Nokia,6103RM-161 (DCT-4)     ,,,
35363200,Guo,WeiElectronics, Shenzhen suncorp S188   ,,,
35363201,Nokia,1110RH-70 (DCT-4)     ,,,
35363300,Guo,WeiElectronics, Shenzhen suncorp S988   ,,,
35363301,Nokia,N91-1RM-43 (BB5)     ,,,
35363400,Amoi,Care99,,,
35363401,Nokia,2610RH-86 (DCT-4+)     ,,,
35363402,Samsung,SCH-W590,,,
35363500,Compal,ElectronicsCS2K    ,,,
35363501,Nokia,2610RH-86 (DCT-4+)     ,,,
35363600,Siemens,AGC60    ,,,
35363601,Nokia,2310RM-189 (DCT-4+)     ,,,
35363700,Guo,WeiElectronics, Shenzhen ZTC-163    ,,,
35363701,Nokia,60606060v RH-97 (DCT-4)    ,,,
35363800,Phonetech,Dev.Co. Ltd., Beijing CECT619   ,,,
35363801,Nokia,60606060v RH-97 (DCT-4)    ,,,
35363802,LG,ElectronicsKU990 Viewty     ,,,
35363803,LG,ElectronicsGW520 Calisto     ,,,
35363900,Melco,MobileCommunications Mitsubishi M350    ,,,
35363901,Nokia,7390RM-140 (BB5)     ,,,
35363903,Sigmatel,H1i,,,
35364000,Bird,V5610,,,
35364001,Nokia,N73-1RM-133 (BB5)     ,,,
35364003,MBM,1168i,,,
35364100,China,KejianCorporation Ltd. Kejian K680   ,,,
35364101,Nokia,N73-1RM-133 (BB5)     ,,,
35364201,Nokia,N73-5RM-132 (BB5)     ,,,
35364301,Nokia,1110iRH-93 (DCT-4)     ,,,
35364401,Nokia,1110iRH-93 (DCT-4)     ,,,
35364501,Nokia,1110iRH-93 (DCT-4)     ,,,
35364600,Nec,(UK)N830    ,,,
35364601,Nokia,1110iRH-93 (DCT-4)     ,,,
35364700,Mobicom,CorporationC8168    ,,,
35364701,Nokia,1112RH-93 (DCT-4)     ,,,
35364703,myPhone,6670,,,
35364800,Mobicom,CorporationC8098    ,,,
35364801,Nokia,1112RH-93 (DCT-4)     ,,,
35364900,Mobicom,CorporationC6828    ,,,
35364901,Nokia,1600RH-64 (DCT-4)     ,,,
35365000,Panasonic,X77,,,
35365001,Nokia,1600RH-64 (DCT-4)     ,,,
35365100,Panasonic,X68,,,
35365101,Nokia,1600RH-64 (DCT-4)     ,,,
35365200,Sony Ericsson,T230 Ericsson ,,,
35365201,Nokia,1600RH-64 (DCT-4)     ,,,
35365203,FXD,E78,,,
35365204,Samsung,SGH-T669Gravity T     ,,,
35365300,Sony Ericsson,T230 Ericsson ,,,
35365301,Nokia,2310RM-189 (DCT-4+)     ,,,
35365400,Tresor,DataLtd Pegasus D629C    ,,,
35365401,Nokia,2310RM-189 (DCT-4+)     ,,,
35365500,Samsung,SGH-C110,,,
35365501,Nokia,2310RM-189 (DCT-4+)     ,,,
35365503,Alfatel,H8,,,
35365600,Ezze,MobileTech Inc Ezio E57FC   ,,,
35365601,Nokia,1110RH-70 (DCT-4)     ,,,
35365700,DBTEL,Inc.DBTEL  8256    ,,,
35365701,Nokia,6111RM-82 (DCT-4)     ,,,
35365800,Quanta,ComputerDTac ML2 FETON ML2   ,,,
35365801,Nokia,1600RH-64 (DCT-4)     ,,,
35365900,UbiNetics,LtdGM806    ,,,
35365901,Nokia,E90-1RA-6 (BB5)     ,,,
35365903,Fortune,F34,,,
35366000,Schlumberger,PayphonesSAS Access, Grafit, Dextel   ,,,
35366001,Nokia,E90-1RA-6 (BB5)     ,,,
35366100,Siemens,AGC65 Vodafone CV65, T-Mobile CT65    ,,,
35366101,Nokia,3600sRM-352 (BB5)     ,,,
35366200,Siemens,AGC65 Vodafone CV65, T-Mobile CT65    ,,,
35366201,Nokia,5220RM-411 (BB5)     ,,,
35366300,Siemens,AGCV65 S30880-S7810     ,,,
35366301,Nokia,6103bRM-162 (DCT-4)     ,,,
35366400,BenQ,C66,,,
35366401,Nokia,6070RM-166 (DCT-4)     ,,,
35366500,BenQ,C66,,,
35366501,Nokia,6020RM-30 (DCT-4)     ,,,
35366600,BenQ,C66,,,
35366601,Nokia,N70-1RM-84 (BB5) maybe a chinese fake   ,,,
35366602,Samsung,SGH-L760,,,
35366700,Siemens,AGM65    ,,,
35366701,Nokia,N72N72-5 RM-180 (BB5)    ,,,
35366702,Samsung,SGH-B100,,,
35366800,Siemens,AGM65    ,,,
35366801,Nokia,2610RH-86 (DCT-4+)     ,,,
35366900,Siemens,AGM65    ,,,
35366901,Nokia,2610RH-86 (DCT-4+)     ,,,
35367000,Samsung,SGH-E100,,,
35367001,Nokia,1110RH-70 (DCT-4)     ,,,
35367002,Samsung,SGH-F480F488 Tocco     ,,,
35367100,Samsung,SGH-E700,,,
35367101,Nokia,6060,,,
35367102,Samsung,SGH-C260C268    ,,,
35367200,Samsung,SGH-E318,,,
35367201,Nokia,E50-1RM-170 (BB5)     ,,,
35367300,Samsung,SGH-E310,,,
35367301,Nokia,E50-1RM-170 (BB5)     ,,,
35367400,Samsung,SGH-E310,,,
35367401,Nokia,E50-1RM-170 (BB5)     ,,,
35367500,Samsung,SGH-X100,,,
35367501,Nokia,E50-1RM-170 (BB5)     ,,,
35367502,Samsung,SGH-J600,,,
35367600,Motorola,E398C698P MT3-411G21     ,,,
35367700,Motorola,T725E,,,
35367800,Motorola,V600MQ3-4411A11    ,,,
35367900,Motorola,RAZRV3 MQ3-4411H11     ,,,
35367901,Sharp,HipTop,,,
35368000,Motorola,C200C201 C205 AC2-41D11    ,,,
35368001,Sharp,GX29,,,
35368002,Sharp,922SH,,,
35368100,Motorola,V30xV400 E550 V5xx V600 MQ3-4411A11    ,,,
35368101,Sharp,NTTDocomo SH904i     ,,,
35368200,Motorola,V500MQ3-4411A11    ,,,
35368202,Sharp,923SH,,,
35368300,Motorola,V600MQ3-4411A11    ,,,
35368400,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35368500,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35368503,Huawei,U7310,,,
35368600,Motorola,C113.. C123 C138 CC3-41C11   ,,,
35368701,Sharp,SX633,,,
35368703,Ajanta,QUARTZ,,,
35368800,Mitac,InternationalCorp Mio8862     ,,,
35368801,Sharp,Softbank812SH    ,,,
35368802,LG,ElectronicsKU990 Viewty     ,,,
35368803,Ajanta,QUARTZ,,,
35368900,Key,PointTelecom Technology Co Ltd (KPT) SD588   ,,,
35368903,Ajanta,QUARTZ,,,
35369000,M,LinkAsia Corporation ME702    ,,,
35369001,Sharp,NTTDocomo SH905i     ,,,
35369100,M,LinkAsia Corporation ME701    ,,,
35369101,T-Mobile,Sidekick,,,
35369200,M,LinkAsia Corporation ME601    ,,,
35369201,SideKick,SidekickLX    ,,,
35369300,Vitelcom,MobileTechnology SA TSM7    ,,,
35369303,Samsung,ElectronicsC3060R    ,,,
35369400,W,MRendszerhaz Kft GSM Communicator MZ/X    ,,,
35369500,Bird,S299,,,
35369600,Bird,S199,,,
35369700,Bird,V5600,,,
35369701,Sharp,770sh,,,
35369800,Dalian,DaxianTelecom Co Ltd D2600   ,,,
35369803,Sigmatel,S40,,,
35369900,Compal,ElectronicsPS2    ,,,
35369903,JXD,Mobile,,,
35370000,Dalian,DaxianTelecom Co Ltd D7199   ,,,
35370003,JXD,Mobile,,,
35370100,Ezze,MobileTech Inc ESL  500    ,,,
35370101,Samsung,SGH-E480,,,
35370200,Dalian,DaxianTelecom Co Ltd D7120   ,,,
35370300,Dalian,DaxianTelecom Co Ltd D6600   ,,,
35370400,CCT,Ltd/ CCT R&D Ltd C6388    ,,,
35370500,Chi,MeiComm. Systems Inc Fleming   ,,,
35370501,CECT,V90,,,
35370600,DBTEL,Inc.DBTEL  5685  &  5688    ,,,
35370601,BenQ,CoLtd M25 M25A    ,,,
35370700,Codacom,TechnologiesCo Ltd C300    ,,,
35370701,BenQ,CoLtd M25 M25A    ,,,
35370800,Feton,TechnologyInc FETON FUJI T710   ,,,
35370801,BenQ,CoLtd M23CG M23    ,,,
35370900,Feton,TechnologyInc FETON ALPS A618   ,,,
35371000,Relec,LtdRECT-2 RCON-5 BOATALARM AUTOLINK   ,,,
35371100,Maxon,MX-C160,,,
35371101,Option,GlobeSurferII    ,,,
35371200,TCL,MobileCommunication GC10     ,,,
35371201,Samsung,SGH-C140,,,
35371300,TCL,MobileCommunication Q510TV     ,,,
35371400,Alcatel,OneTouch 332/333     ,,,
35371500,Alcatel,OneTouch 332/333     ,,,
35371600,Teles,AGTeles.iGATE    ,,,
35371700,Arima,CommunicationArima  2851    ,,,
35371703,MBM,1128i,,,
35371800,Pantech,GB100,,,
35371803,MBM,2118i,,,
35371900,LG,ElectronicsLG-G910    ,,,
35371903,MBM,5128i,,,
35372000,Wonu,TelecomCo Ltd WGM1898A    ,,,
35372003,MBM,5138i,,,
35372100,Adajia,LtdH8201    ,,,
35372103,MBM,Winner,,,
35372200,Adajia,LtdH820H    ,,,
35372203,MBM,SL2268,,,
35372300,Adajia,LtdK1-SUPER-1000    ,,,
35372400,Adajia,LtdK8-SUPER-800S    ,,,
35372500,Adajia,LtdK9-SUPER-1400    ,,,
35372501,Pantech,U4000,,,
35372600,Adajia,LtdH820F1    ,,,
35372700,Adajia,LtdH820G    ,,,
35372800,G-Tank,InternationalLtd Benten  613   ,,,
35372900,D-NET,InternationalCorp. VICTORY S308+    ,,,
35372903,Sony Ericsson,W302 Ericsson ,,,
35373000,D-NET,InternationalCorp. CECT GS860    ,,,
35373100,Sagem,myX4,,,
35373200,Ezze,MobileTech Inc E52RCT    ,,,
35373201,ZTE,MF332,,,
35373300,Ezze,MobileTech Inc VK600    ,,,
35373400,LG,ElectronicsG1500    ,,,
35373500,Nera,SatcomAS Nera BGAN PUT   ,,,
35373600,Bird,V69,,,
35373602,Sony Ericsson,W580c Ericsson ,,,
35373700,Bird,E859,,,
35373800,Bird,V68,,,
35373802,Sony Ericsson,S500c Ericsson ,,,
35373900,Bird,BDG28M,,,
35374000,Bird,BDG18S,,,
35374002,Samsung,SGH-J700J708    ,,,
35374100,LG,ElectronicsL3100    ,,,
35374200,LG,ElectronicsC1400    ,,,
35374202,Samsung,SGH-E215,,,
35374203,FXD,E78,,,
35374300,LG,ElectronicsC3100    ,,,
35374400,Telsda,MobileTelsda GIONEE303B     ,,,
35374500,SangFei,ConsumerComms, Shenzhen SED S100   ,,,
35374600,Zhongtian,CommunicationShenzhen ZTC288     ,,,
35374700,KBT,MobileCo Ltd KG898    ,,,
35374800,KBT,MobileCo Ltd KG892    ,,,
35374900,D-NET,InternationalCorp. Chase S580    ,,,
35374903,NG,Mobile,,,
35375000,Ezze,MobileTech Inc Q89    ,,,
35375003,Voice,Mobile,,,
35375004,Blackberry,Bold  9650    ,,,
35375100,Nokia,7610RH-51    ,,,
35375103,Voice,Mobile,,,
35375104,Nokia,1616-21616  RH-125     ,,,
35375200,Nokia,7610bRH-52 (DCT-4)     ,,,
35375203,Voice,Mobile,,,
35375204,Nokia,1616-21616  RH-125     ,,,
35375300,Nokia,1100RH-18 (DCT-4)     ,,,
35375303,HTC,T-MobileG1    ,,,
35375304,Nokia,2690RM-635    ,,,
35375400,Nokia,1100RH-18 (DCT-4)     ,,,
35375404,Nokia,2690RM-635    ,,,
35375500,Nokia,6620NHL-12 (DCT-4)     ,,,
35375504,Nokia,C7-00RM-675    ,,,
35375600,Nokia,6620NHL-12 (DCT-4)     ,,,
35375604,Nokia,7230RM-604    ,,,
35375700,Nokia,3410NHM-2NX    ,,,
35375704,Nokia,C5-00RM-645    ,,,
35375800,Nokia,3100RH-19 (DCT-4)     ,,,
35375900,Nokia,3315NHM-5NY (DCT-3)     ,,,
35376000,Nokia,3310NHM-5NX (DCT-3)     ,,,
35376002,Samsung,SGH-B200,,,
35376004,Nokia,C3-00RM-614    ,,,
35376100,Nokia,5140NPL-5 (DCT-4)     ,,,
35376104,Nokia,51305130c-2 RM-495     ,,,
35376200,Nokia,5140bNPL-4 (DCT-4)     ,,,
35376203,Huawei,E160,,,
35376204,Nokia,2730c-12730c RM-578     ,,,
35376300,Nokia,5140bNPL-4 (DCT-4)     ,,,
35376301,Research in Motion Ltd,Blackberry  8820,,,
35376303,Huawei,E160USB Modem     ,,,
35376304,Nokia,52305235  RM-588     ,,,
35376400,Nokia,2300RM-4 (DCT-4)     ,,,
35376401,BenQ,CoLtd unknown     ,,,
35376404,Nokia,X3-02RM-639    ,,,
35376500,Nokia,3100RH-19 (DCT-4)     ,,,
35376501,BenQ,CoLtd unknown     ,,,
35376504,Nokia,16611661-2  1662  1662-2 RH-122 (DCT4)    ,,,
35376600,Nokia,6600NHL-10 (DCT-4)     ,,,
35376601,BenQ,CoLtd Pelican Butterfly LAM   ,,,
35376602,NTT,DoCoMoFOMA HT1100     ,,,
35376604,Nokia,6700sRM-576    ,,,
35376700,Nokia,6230RH-12 (DCT-4)     ,,,
35376704,Nokia,2730c-1bRM-579    ,,,
35376800,Nokia,6230RH-12 (DCT-4)     ,,,
35376804,Nokia,1800RM-653    ,,,
35376900,Nokia,6310iNPL-1 (DCT-4)     ,,,
35376904,Nokia,2710c-22710c RM-586     ,,,
35377000,Nokia,6100NPL-2 (DCT-4)     ,,,
35377004,Nokia,X3-00RM-540    ,,,
35377100,Nokia,1100RH-38 (DCT-4)     ,,,
35377101,BenQ,CoLtd M23 M23A    ,,,
35377104,Nokia,7020a-27020  RM-497     ,,,
35377200,Nokia,2300RM-4 (DCT-4)     ,,,
35377201,BenQ,CoLtd CF61     ,,,
35377204,Nokia,5250RM-684    ,,,
35377300,Nokia,2300RM-4 (DCT-4)     ,,,
35377400,Nokia,2600RH-59 (DCT-4)     ,,,
35377500,Nokia,1100RH-18 (DCT-4)     ,,,
35377503,Sigmatel,S82,,,
35377504,Nokia,1616-21616  RH-125     ,,,
35377600,Nokia,2300RM-4 (DCT-4)     ,,,
35377602,DRV,R67,,,
35377603,Tach,N5,,,
35377604,Nokia,1616-21616  RH-125     ,,,
35377700,Nokia,6600NHL-10 (DCT-4)     ,,,
35377701,Samsung,SGH-A707Sync    ,,,
35377704,Nokia,2690RM-635    ,,,
35377800,Nokia,2300RM-4 (DCT-4)     ,,,
35377804,Nokia,1280RM-647    ,,,
35377900,Nokia,3220RH-37 (DCT-4)     ,,,
35377904,Nokia,1280RM-647    ,,,
35378000,Nokia,3220RH-37 (DCT-4)     ,,,
35378001,Samsung,SGH-E496,,,
35378004,Nokia,2700c2700c-2 RM-561 (BB5)    ,,,
35378100,Nokia,3220RH-37 (DCT-4)     ,,,
35378104,Nokia,5800d-1RM-356    ,,,
35378200,Nokia,3120bRH-50 (DCT-4)     ,,,
35378204,Nokia,E71-2RM-357 (BB5)     ,,,
35378300,Nokia,3120bRH-50 (DCT-4)     ,,,
35378304,Nokia,52285232,  5233  RM-625    ,,,
35378400,Nokia,3120RH-19 (DCT-4)     ,,,
35378401,Sony Ericsson,K310a Ericsson K310i ,,,
35378404,Nokia,E72-1RM-530    ,,,
35378500,Nokia,3100RH-19 (DCT-4)     ,,,
35378501,Sony Ericsson,K750c Ericsson ,,,
35378504,Nokia,E52-1RM-469    ,,,
35378600,Nokia,3510i3530  RH-9 (DCT-4)    ,,,
35378604,Nokia,51305130c-2 RM-495     ,,,
35378700,Nokia,3510i3530  RH-9 (DCT-4)    ,,,
35378704,Nokia,12021202-2 1203-2 RH-112 (DCT-4+)   ,,,
35378800,Nokia,3200RH-30 (DCT-4)     ,,,
35378801,LG,KU950,,,
35378804,Nokia,2730c-12730c RM-578     ,,,
35378900,Nokia,6610iRM-37 (DCT-4)     ,,,
35378901,Palm,Treo,,,
35378904,Nokia,2320cRM-514 (BB5)     ,,,
35379000,Nokia,6610iRM-37 (DCT-4)     ,,,
35379002,Samsung,SCH-M490,,,
35379003,Sony Ericsson,T303i Ericsson ,,,
35379004,Nokia,6700c-16700c RM-470 (BB5)    ,,,
35379100,Nokia,3100bRH-50 (DCT-4)     ,,,
35379101,Samsung,X656,,,
35379104,Nokia,52305235  RM-588     ,,,
35379200,Nokia,2650RH-53 (DCT-4)     ,,,
35379201,BenQ,CoLtd AL26a     ,,,
35379202,Samsung,SPH-W5310,,,
35379204,Nokia,C5-00RM-645    ,,,
35379300,Nokia,6260RM-25 Catalina     ,,,
35379301,BenQ,CoLtd AL26a     ,,,
35379302,Samsung,SPH-W5000,,,
35379400,Nokia,6260RM-25 (DCT-4)     ,,,
35379401,BenQ,CoLtd AL26a     ,,,
35379404,Nokia,C1-00RM-689 DualSIM     ,,,
35379500,Nokia,3310NHM-5NX (DCT-3)     ,,,
35379504,Nokia,2690RM-635    ,,,
35379600,Nokia,3120bRH-50 (DCT-4)     ,,,
35379602,Sony Ericsson,W200a Ericsson W200i ,,,
35379604,Nokia,X3-00RM-540    ,,,
35379700,Nokia,3200RH-30 (DCT-4)     ,,,
35379702,Sony Ericsson,C902c Ericsson ,,,
35379704,Nokia,6303ciRM-638    ,,,
35379800,Nokia,6600NHL-10 (DCT-4)     ,,,
35379802,Sony Ericsson,C902c Ericsson ,,,
35379804,Nokia,7230RM-604    ,,,
35379900,Nokia,2650RH-53 (DCT-4)     ,,,
35379904,Nokia,C1-01RM-607    ,,,
35380000,Nokia,2650RH-53 (DCT-4)     ,,,
35380002,Samsung,SGH-A637,,,
35380004,Nokia,3208cRM-572 (BB5) China only   ,,,
35380100,Samsung,SGH-E820T-Mobile    ,,,
35380101,Bird,D736,,,
35380200,Samsung,SGH-E820T-Mobile    ,,,
35380300,Samsung,SGH-W109,,,
35380400,D-NET,InternationalCorp. Benten V88    ,,,
35380500,Telsda,MobileT-23    ,,,
35380600,Telsda,MobileT-31i    ,,,
35380700,Soutec,TechnologyCo Ltd V6    ,,,
35380703,S-Mobile,F7,,,
35380800,Pantech,GF100,,,
35380803,TOP-1,3,,,
35380900,CCT,Ltd/ CCT R&D Ltd C6688    ,,,
35381000,Samsung,SGH-P518,,,
35381100,CATS,S.A.Module MO110D     ,,,
35381200,DBTEL,Inc.J6    ,,,
35381201,Sony Ericsson,K610c Ericsson K610im ,,,
35381300,Nec,N610,,,
35381301,Sony Ericsson,K610c Ericsson K610im ,,,
35381400,Nec,N620,,,
35381401,Cinterion,WirelessModules XT75 ex Siemens WM    ,,,
35381500,Nec,N108,,,
35381600,Nec,N100,,,
35381601,Samsung,SGH-Z720V,,,
35381700,Nec,N109,,,
35381800,Apex,WirelessCo Ltd AX-200    ,,,
35381801,BenQ,CoLtd C26     ,,,
35381900,CEC,TelecomCo. Ltd. CECT Q518   ,,,
35381901,BenQ,CoLtd C26     ,,,
35382000,Innolinx,CoLtd INNOLINX, INNO  78    ,,,
35382001,BenQ,CoLtd C26     ,,,
35382100,Wavecom,Q2406A-C,,,
35382103,LG,GM730f,,,
35382200,Wavecom,Q2406B-C,,,
35382300,Mobicom,CorporationC6388A    ,,,
35382400,New,EastStar Communication, Shenzhen SED T606+    ,,,
35382403,CKing,KT6218+,,,
35382500,Sagem,myC4,,,
35382501,Samsung,ElectronicsSGH-C408    ,,,
35382600,Cal-Comp,ElectronicsSuzhou REX-100     ,,,
35382601,Samsung,SGH-Z240,,,
35382700,BenQ,CECE2808    ,,,
35382701,Samsung,SGH-X686,,,
35382800,Thales,E-TransactionsSA Artema     ,,,
35382900,Systex,CorporationXG766    ,,,
35383000,Guo,WeiElectronics, Shenzhen U69    ,,,
35383100,Bellwave,Co.Ltd. BPP-CL100     ,,,
35383200,Guo,WeiElectronics, Shenzhen U66    ,,,
35383202,Sony Ericsson,W580c Ericsson ,,,
35383300,SangFei,ConsumerComms, Shenzhen SED V633   ,,,
35383301,Samsung,SGH-C417,,,
35383304,HTC,DesireBravo    ,,,
35383400,Telsda,MobileTD-9    ,,,
35383401,Samsung,SGH-T729Blast T-Mobile     ,,,
35383402,LG,ElectronicsKC550    ,,,
35383500,Guo,WeiElectronics, Shenzhen A320    ,,,
35383501,Alcatel,OneTouch E207     ,,,
35383502,LG,NTTDocomoL-01A    ,,,
35383503,Day,Mobile,,,
35383600,China,KejianCorporation Ltd. K596    ,,,
35383601,Alcatel,OneTouch E101     ,,,
35383603,Hansum,M10,,,
35383700,China,KejianCorporation Ltd. K269    ,,,
35383800,Guo,WeiElectronics, Shenzhen U68    ,,,
35383900,Mobicom,CorporationC6388A    ,,,
35383901,Alcatel,OneTouch E201     ,,,
35384000,Siemens,AGMC60    ,,,
35384001,Sony Ericsson,W300a Ericsson W300i ,,,
35384100,Guo,WeiElectronics, Shenzhen SunCorp T308   ,,,
35384200,Bellwave,Co.Ltd. Fly FT10    ,,,
35384202,Alcatel,OneTouch B331 Vodafone  331    ,,,
35384203,Sunstel,S009,,,
35384300,Bellwave,Co.Ltd. Fly FT20    ,,,
35384400,Way,TelecomCo Ltd YG-110    ,,,
35384500,Sanyo,ElectricCo Ltd S750    ,,,
35384501,Samsung,SGH-E900E908    ,,,
35384600,Soutec,TechnologyCo Ltd A3    ,,,
35384601,Samsung,SGH-E360,,,
35384603,Intec,IN,,,
35384700,Siemens,AGC60    ,,,
35384701,Airness,SLIDE99-2,,,
35384800,Everwish,TradingLimited Palmax TG268    ,,,
35384803,Funny,V110,,,
35384900,Compal,ElectronicsTG7A    ,,,
35385000,Ezze,MobileTech Inc KPT SD568   ,,,
35385100,D-NET,InternationalCorp. Royal B885    ,,,
35385200,D-NET,InternationalCorp. ZTC  518   ,,,
35385202,Fly,MobileSL500i    ,,,
35385300,Salland,ElectronicsBV IModule     ,,,
35385400,SangFei,ConsumerComms, Shenzhen SED X700   ,,,
35385500,Soutec,TechnologyCo Ltd A61    ,,,
35385600,Quanta,ComputerGEO GV500 (FMG GV500)   ,,,
35385700,Telsda,MobileTelsda GiONEE628     ,,,
35385800,Samsung,SGH-I530,,,
35385802,Vodafone,625,,,
35385900,Inventec,AppliancesCorp I516     ,,,
35385901,Sagem,my400Cmy401C    ,,,
35385902,Huawei,B932,,,
35385903,HTC,Snap,,,
35386000,Quanta,ComputerPanasonic X300     ,,,
35386002,Huawei,B933,,,
35386100,Quanta,ComputerPanasonic X300     ,,,
35386200,Soutec,TechnologyCo Ltd S380    ,,,
35386300,GW,PharmaLtd EP007, ADS, SMART, ADS m1   ,,,
35386301,Huawei,E660APCMCIA Card     ,,,
35386400,Motorola,MPX220BQ3-4411A11    ,,,
35386500,Motorola,V30xV400 E550 V5xx V600 MQ3-4411A11    ,,,
35386502,Samsung,SGH-U900,,,
35386600,Motorola,V872BT3-411B21    ,,,
35386601,Samsung,SGH-C188,,,
35386602,Samsung,ElectronicsAnycall CC03     ,,,
35386700,Motorola,V872BT3-411B21    ,,,
35386702,Samsung,SGH-C140,,,
35386800,Motorola,A760iA768i A728 MT3-411H11    ,,,
35386900,Motorola,A760iA768i A728 MT3-411H11    ,,,
35386901,Samsung,SGH-X656,,,
35387000,Motorola,V525MQ3-4411A11 Vodafone     ,,,
35387003,Huawei,E156USB Modem     ,,,
35387100,Motorola,V30xV400 E550 V5xx V600 MQ3-4411A11    ,,,
35387102,Huawei,E160USB Modem     ,,,
35387200,Motorola,V220V220i V226 MQ3-4411C21    ,,,
35387201,Samsung,SGH-C416,,,
35387203,INQ,Q1-200h,,,
35387204,Blackberry,9550,,,
35387300,Motorola,E680iMT3-411J11    ,,,
35387303,Huawei,E220,,,
35387400,Motorola,E680iMT3-411J11    ,,,
35387500,Motorola,E680iMT3-411J11    ,,,
35387700,Cellon,FranceZ  3000    ,,,
35387900,Cellon,FranceCTX  620    ,,,
35387901,Samsung,SGH-A817,,,
35388000,Cellon,FranceZ1100    ,,,
35388100,Cellon,FranceCT  3508    ,,,
35388202,Samsung,SGH-G600,,,
35388300,Cellon,FranceV  160    ,,,
35388302,Samsung,SGH-U700,,,
35388303,Ao,Li,,,
35388400,Cellon,FranceCT  8998    ,,,
35388500,Cellon,FranceCT1628 Philips  162   ,,,
